title,artist,genre
Sunday Morning,Maroon 5,"rock, alternative, pop, alternative_rock, mellow, pop_rock, chill"
Hypnotize,System of a Down,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal"
Complicated,Avril Lavigne,"rock, alternative, pop, female_vocalists, alternative_rock, punk, punk_rock, 00s, pop_rock"
Be Yourself,Audioslave,"rock, alternative, alternative_rock, hard_rock, grunge"
Love Me Two Times,The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock"
Everybody Wants to Rule the World,Tears for Fears,"rock, pop, 80s, new_wave"
The National Anthem,Radiohead,"rock, electronic, alternative, indie, alternative_rock, jazz, experimental, progressive_rock, british, 00s, britpop, avant_garde"
Fell in Love With a Girl,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, 00s"
Icky Thump,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, 00s, blues_rock"
Bombtrack,Rage Against the Machine,"rock, alternative, metal, alternative_rock, hard_rock, 90s"
Here Comes Your Man,Pixies,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, post_punk"
"Sitting, Waiting, Wishing",Jack Johnson,"rock, alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill"
Pyramid Song,Radiohead,"rock, electronic, alternative, indie, alternative_rock, experimental, british, chillout, piano, beautiful, mellow"
My Iron Lung,Radiohead,"rock, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop"
In Too Deep,Sum 41,"rock, alternative, alternative_rock, punk, punk_rock"
Foxy Lady,Jimi Hendrix,"rock, classic_rock, hard_rock, psychedelic, 60s, psychedelic_rock, guitar"
Your Song,Elton John,"rock, pop, classic_rock, singer_songwriter, british, piano, 70s, male_vocalists, oldies, love"
(Don't Fear) The Reaper,Blue Öyster Cult,"rock, classic_rock, hard_rock, 70s"
From Yesterday,30 Seconds to Mars,"rock, alternative, alternative_rock, emo"
Thnks fr th Mmrs,Fall Out Boy,"rock, alternative, pop, alternative_rock, punk, punk_rock, emo, pop_rock"
Sabotage,Beastie Boys,"rock, alternative, punk, rap, 90s, hip_hop"
I Want to Break Free,Queen,"rock, pop, classic_rock, 80s, british"
Kashmir,Led Zeppelin,"rock, classic_rock, hard_rock, progressive_rock, british, 70s"
Du hast,Rammstein,"rock, metal, hard_rock, heavy_metal, industrial, german"
12:51,The Strokes,"rock, alternative, indie, alternative_rock, indie_rock, 00s"
Revelry,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock, male_vocalists, beautiful, 00s, mellow"
I Still Haven't Found What I'm Looking For,U2,"rock, alternative, pop, classic_rock, 80s"
Personal Jesus,Depeche Mode,"rock, electronic, alternative, pop, 80s, british, new_wave, synthpop"
Road Trippin',Red Hot Chili Peppers,"rock, alternative, alternative_rock, 90s, acoustic, funk"
Rock and Roll,Led Zeppelin,"rock, classic_rock, hard_rock, british, 70s, blues_rock"
Save Tonight,Eagle-Eye Cherry,"rock, alternative, pop, alternative_rock, singer_songwriter, 90s, pop_rock"
Message in a Bottle,The Police,"rock, pop, classic_rock, 80s, british, new_wave, 70s"
For What It's Worth,Buffalo Springfield,"rock, classic_rock, folk, 60s, oldies"
This Fire,Franz Ferdinand,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop"
Rockstar,Nickelback,"rock, alternative, alternative_rock, hard_rock"
Bodies,Drowning Pool,"rock, alternative, metal, hard_rock, heavy_metal, hardcore, nu_metal"
So What,P!nk,"rock, pop, female_vocalists, dance, pop_rock"
Ziggy Stardust,David Bowie,"rock, classic_rock, british, 70s"
Tears Don't Fall,Bullet for My Valentine,"rock, metal, hardcore, metalcore, emo, screamo"
Evil,Interpol,"rock, alternative, indie, alternative_rock, indie_rock, post_punk"
Cape Cod Kwassa Kwassa,Vampire Weekend,"rock, alternative, indie, pop, indie_rock, american, indie_pop, 00s"
Warning Sign,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, love, beautiful, britpop, mellow"
ATWA,System of a Down,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal"
Fitter Happier,Radiohead,"rock, electronic, alternative, indie, alternative_rock, experimental, british, 90s, britpop"
Crazy Train,Ozzy Osbourne,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal"
Cocaine,Eric Clapton,"rock, classic_rock, blues, 70s, guitar, blues_rock"
Everybody Hurts,R.E.M.,"rock, alternative, indie, pop, alternative_rock, classic_rock, 90s"
Disarm,The Smashing Pumpkins,"rock, alternative, indie, alternative_rock, 90s, acoustic, beautiful, grunge"
Open Your Eyes,Snow Patrol,"rock, alternative, indie, alternative_rock, indie_rock, british, love, britpop"
Neighborhood #1 (Tunnels),Arcade Fire,"rock, alternative, indie, alternative_rock, indie_rock, piano, indie_pop, beautiful, 00s"
This Charming Man,The Smiths,"rock, alternative, indie, pop, alternative_rock, indie_rock, 80s, british, new_wave, post_punk, britpop"
What I Got,Sublime,"rock, alternative, alternative_rock, punk, 90s, reggae, chill, ska"
Sparks,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, acoustic, love, beautiful, britpop, mellow, chill"
Don't You (Forget About Me),Simple Minds,"rock, pop, 80s, new_wave, pop_rock"
Sad but True,Metallica,"rock, metal, hard_rock, heavy_metal, thrash_metal, 90s"
The Tourist,Radiohead,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop, mellow"
While My Guitar Gently Weeps,The Beatles,"rock, pop, classic_rock, british, 60s, oldies, beautiful, guitar"
The Bitter End,Placebo,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop"
Girls & Boys,Blur,"rock, alternative, indie, pop, alternative_rock, dance, british, 90s, britpop"
The Bends,Radiohead,"rock, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop"
California Dreamin',The Mamas & the Papas,"rock, pop, classic_rock, folk, 60s, oldies"
Weird Fishes/Arpeggi,Radiohead,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, beautiful, 00s"
Kiss Me,Sixpence None the Richer,"rock, alternative, pop, female_vocalists, soundtrack, 90s, love, pop_rock"
Walk of Life,Dire Straits,"rock, pop, classic_rock, 80s, guitar"
Dazed and Confused,Led Zeppelin,"rock, classic_rock, hard_rock, progressive_rock, blues, psychedelic, 70s, 60s, psychedelic_rock, blues_rock"
Good Times Bad Times,Led Zeppelin,"rock, classic_rock, hard_rock, british, 70s, 60s, blues_rock"
Show Me How To Live,Audioslave,"rock, alternative, alternative_rock, hard_rock, grunge"
Kid A,Radiohead,"rock, electronic, alternative, indie, alternative_rock, ambient, experimental, british, chillout, post_rock, 00s"
Territorial Pissings,Nirvana,"rock, alternative, alternative_rock, 90s, grunge"
Notion,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock, 00s"
On the Run,Pink Floyd,"rock, electronic, classic_rock, experimental, instrumental, progressive_rock, british, psychedelic, 70s, psychedelic_rock"
Helena,My Chemical Romance,"rock, alternative, alternative_rock, punk, punk_rock, emo, screamo"
Bones,The Killers,"rock, alternative, indie, alternative_rock, indie_rock, american, 00s"
Lovefool,The Cardigans,"rock, alternative, pop, female_vocalists, soundtrack, 90s, love, swedish"
Roadhouse Blues,The Doors,"rock, classic_rock, blues, psychedelic, 70s, 60s, psychedelic_rock, blues_rock"
Optimistic,Radiohead,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, post_rock, 00s, britpop"
Scars,Papa Roach,"rock, alternative, metal, alternative_rock, hard_rock, emo, nu_metal"
Brain Damage,Pink Floyd,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock"
Lounge Act,Nirvana,"rock, alternative, alternative_rock, 90s, grunge"
Manhattan,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock, 00s"
Ramble On,Led Zeppelin,"rock, classic_rock, hard_rock, british, 70s, 60s, blues_rock"
You Can't Always Get What You Want,The Rolling Stones,"rock, classic_rock, british, blues, 60s"
Ironic,Alanis Morissette,"rock, alternative, pop, female_vocalists, alternative_rock, singer_songwriter, 90s, acoustic, pop_rock"
That's What You Get,Paramore,"rock, alternative, pop, female_vocalists, alternative_rock, punk, punk_rock, emo, pop_rock"
Wind of Change,Scorpions,"rock, classic_rock, hard_rock, 80s"
The Modern Age,The Strokes,"rock, alternative, indie, alternative_rock, indie_rock, american, post_punk, 00s"
Woman,Wolfmother,"rock, alternative, alternative_rock, hard_rock"
Live Forever,Oasis,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop"
Space Oddity,David Bowie,"rock, pop, classic_rock, singer_songwriter, british, psychedelic, 70s, 60s"
Tiny Dancer,Elton John,"rock, pop, classic_rock, singer_songwriter, british, soundtrack, piano, 70s"
Tell Me Baby,Red Hot Chili Peppers,"rock, alternative, alternative_rock, funk"
White Room,Cream,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock"
Love Me Do,The Beatles,"rock, pop, classic_rock, british, 60s, oldies, love"
Get Back,The Beatles,"rock, pop, classic_rock, british, 70s, 60s, oldies"
Mr. Blue Sky,Electric Light Orchestra,"rock, pop, classic_rock, progressive_rock, british, 70s"
Layla,Eric Clapton,"rock, classic_rock, blues, 70s, guitar, blues_rock"
Bliss,Muse,"rock, electronic, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, beautiful"
Sunday Bloody Sunday,U2,"rock, alternative, pop, classic_rock, 80s"
Gold Lion,Yeah Yeah Yeahs,"rock, alternative, indie, female_vocalists, alternative_rock, indie_rock"
Spaceman,The Killers,"rock, alternative, indie, pop, alternative_rock, indie_rock, 00s"
Wouldn't It Be Nice,The Beach Boys,"rock, pop, classic_rock, 60s, oldies, love"
Counting Stars,OneRepublic,"rock, alternative, indie, pop, pop_rock"
Red Light Indicates Doors Are Secured,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop"
Coffee & TV,Blur,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop"
It's My Life,Bon Jovi,"rock, classic_rock, hard_rock, 80s"
You Really Got Me,The Kinks,"rock, classic_rock, british, 60s, oldies"
Perfect Day,Lou Reed,"rock, classic_rock, singer_songwriter, soundtrack, piano, 70s, beautiful, mellow"
I Want to Hold Your Hand,The Beatles,"rock, pop, classic_rock, british, 60s, oldies, love"
It's Time,Imagine Dragons,"rock, alternative, indie, pop, alternative_rock, indie_rock"
Brown Sugar,The Rolling Stones,"rock, classic_rock, british, 70s"
Can't Buy Me Love,The Beatles,"rock, pop, classic_rock, british, 60s, oldies, love"
The Hardest Part,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, britpop, mellow"
Run to the Hills,Iron Maiden,"rock, metal, hard_rock, 80s, heavy_metal"
42,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, beautiful, 00s, britpop, mellow"
Penny Lane,The Beatles,"rock, pop, classic_rock, british, psychedelic, 60s, oldies"
Shelter,The xx,"rock, electronic, alternative, indie, indie_rock, british, chillout, post_punk, beautiful"
Stay Away,Nirvana,"rock, alternative, alternative_rock, 90s, grunge"
Gives You Hell,The All-American Rejects,"rock, alternative, pop, alternative_rock, punk, pop_rock"
Blue Orchid,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, 00s"
No Rain,Blind Melon,"rock, alternative, indie, alternative_rock, 90s, grunge, mellow"
A Day in the Life,The Beatles,"rock, pop, classic_rock, experimental, progressive_rock, british, psychedelic, 60s, psychedelic_rock"
Rabbit Heart (Raise It Up),Florence + the Machine,"rock, alternative, indie, pop, female_vocalists, british, indie_pop"
Black or White,Michael Jackson,"rock, pop, dance, 80s, 90s"
"Hello, I Love You",The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock"
Tribute,Tenacious D,"rock, alternative, alternative_rock"
Politik,Coldplay,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, britpop"
Dashboard,Modest Mouse,"rock, alternative, indie, alternative_rock, indie_rock, indie_pop"
"Of Moons, Birds & Monsters",MGMT,"rock, electronic, alternative, indie, indie_rock, psychedelic, indie_pop, psychedelic_rock"
Dust in the Wind,Kansas,"rock, classic_rock, progressive_rock, acoustic, 70s"
Planet Telex,Radiohead,"rock, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop"
Mykonos,Fleet Foxes,"rock, alternative, indie, folk, indie_rock, acoustic, beautiful, mellow"
Since U Been Gone,Kelly Clarkson,"rock, pop, female_vocalists, pop_rock"
Heart of Glass,Blondie,"rock, pop, female_vocalists, dance, 80s, new_wave, 70s"
Old Yellow Bricks,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british"
The Bad Touch,Bloodhound Gang,"rock, alternative, pop, alternative_rock, punk, dance, 90s"
Blowin' in the Wind,Bob Dylan,"rock, classic_rock, folk, singer_songwriter, acoustic, 60s"
Love Her Madly,The Doors,"rock, classic_rock, psychedelic, 70s, 60s, psychedelic_rock"
Little Sister,Queens of the Stone Age,"rock, alternative, alternative_rock, hard_rock"
Debaser,Pixies,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, american, post_punk, grunge"
Wild Horses,The Rolling Stones,"rock, classic_rock, british, 70s, blues_rock"
Dirty Little Secret,The All-American Rejects,"rock, alternative, pop, alternative_rock, punk, punk_rock, emo, pop_rock"
Crooked Teeth,Death Cab for Cutie,"rock, alternative, indie, indie_rock, indie_pop"
The Show Must Go On,Queen,"rock, classic_rock, hard_rock, 80s, british, 90s"
Invincible,Muse,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british"
Drops of Jupiter,Train,"rock, alternative, pop, alternative_rock, 90s, piano, male_vocalists"
Because of You,Kelly Clarkson,"rock, pop, female_vocalists, pop_rock"
Treefingers,Radiohead,"rock, electronic, alternative, alternative_rock, ambient, experimental, instrumental, chillout"
A Hard Day's Night,The Beatles,"rock, pop, classic_rock, british, 60s, oldies"
Wherever You Will Go,The Calling,"rock, alternative, pop, alternative_rock, love, pop_rock"
Fly Away,Lenny Kravitz,"rock, alternative, pop, alternative_rock, 90s, funk"
My Name Is Jonas,Weezer,"rock, alternative, indie, alternative_rock, indie_rock, 90s"
Prison Song,System of a Down,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal"
Une année sans lumière,Arcade Fire,"rock, alternative, indie, alternative_rock, indie_rock, beautiful, 00s"
Under My Thumb,The Rolling Stones,"rock, classic_rock, british, 60s"
Crawl,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock, 00s"
Crazy,Aerosmith,"rock, classic_rock, hard_rock, 90s"
The Hardest Button to Button,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, 00s, blues_rock"
Heart of Gold,Neil Young,"rock, classic_rock, folk, singer_songwriter, acoustic, 70s"
Dammit,blink-182,"rock, alternative, alternative_rock, punk, punk_rock, 90s"
The End,The Doors,"rock, classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock"
Under Pressure,Queen,"rock, classic_rock, 80s, british"
Move Along,The All-American Rejects,"rock, alternative, pop, alternative_rock, punk, punk_rock, emo, pop_rock"
Know Your Enemy,Rage Against the Machine,"rock, alternative, metal, alternative_rock, hard_rock, 90s"
Blitzkrieg Bop,Ramones,"rock, classic_rock, punk, punk_rock, 70s"
Hey,Pixies,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, post_punk, grunge"
505,Arctic Monkeys,"rock, alternative, indie, alternative_rock, indie_rock, british, beautiful"
Fire,Kasabian,"rock, alternative, indie, alternative_rock, indie_rock, british"
From the Inside,Linkin Park,"rock, alternative, metal, alternative_rock, nu_metal"
Piano Man,Billy Joel,"rock, pop, classic_rock, singer_songwriter, 80s, piano, 70s"
Duality,Slipknot,"rock, metal, hard_rock, heavy_metal, nu_metal"
You're My Best Friend,Queen,"rock, pop, classic_rock, hard_rock, british, 70s"
